author,title,genre,description,year,country,cover
Тони Моррисон,"Любовь",психология,"Билл Коузи, бизнесмен и общественный деятель, сумел сделать невозможное - даже после смерти он продолжает влиять на судьбы близких людей. Отец, муж, любовник - он успел примерить на себя разные образы. Некоторые ему очень шли, а в некоторых Билл был настоящим чудовищем. Но книга эта не о нем, а о женщинах, окружавших его, и о чувствах, которые он у них вызвал. У каждой из героинь будет шанс рассказать свою историю, полную приятных и не очень воспоминаний. А нам останется лишь выслушать их и решить: чего было больше в их жизни - любви или ненависти.","2003",США,"https://img3.labirint.ru/rc/b5f898c564d3a4d107d04584328ec7dd/363x561q80/books64/633571/cover.jpg?1679567311"
Тони Моррисон,"Дом",психология,"США, 1940-е годы. Неблагополучная негритянская семья — родители и их маленькие дети, брат с сестрой — бежит от расистов из Техаса в Джорджию в городишко Лотус. Проходит несколько лет. Несмотря на бесправие, ужасную участь сестры и мучительные воспоминания Фрэнка, ветерана Корейской войны, жизнь берет свое, и героев не оставляет надежда.","2012",США,"https://s1.livelib.ru/boocover/1001001630/200x305/1ece/Toni_Morrison__Home.jpg"
Тони Моррисон,"Жалость",история,"Действие книги «Жалость» происходит в Америке XVII века. Хозяин фермы, затерянной в американской глубинке, заработав на торговле ромом, строит огромный дом, призванный стать райским уголком, но, заболев, умирает. Оставшиеся без мужчины четыре женщины — вдова, индианка-домоправительница и две афроамериканки (фактически рабыни) мужественно стараются сохранить дом, убеждая себя и окружающих в том, что они — одна семья. Но счастье в недостроенном доме невозможно…","2009",США,"https://img4.labirint.ru/rc/83f549ce53ad32a57fb8022e7241737a/236x364q80/books22/217814/cover.jpg?1280394613"
Джон Барт,"Химера",фэнтези,"Роман состоит из трёх связанных новелл - Дуньязадиада, Персеида и Беллерофониада, названия которых одноименны мифическим персонажам Дуньязаде, Персею и Беллерофонту (убийце мифической Химеры). Читателя ждёт фантастическое повествование через призму мифологии, истории и философии.","1972",США,"https://img3.labirint.ru/rc/35aef892f95dc687d3871704b178d7c6/236x364q80/books37/368301/cover.jpg?1354782400"
Пол Остер,"Стеклянный город",детектив,"Произведение рассказывает о страшной истории ребенка, изолированного отцом на 9 лет в темной комнате без общения с другими людьми для того, чтобы он «вспомнил язык Бога». Эксперимент не удаётся, и Стилмен после 13 лет наказания возвращается в Нью-Йорк, чтобы самому продолжить неоконченное дело – поиск «настоящих» имен вещей. Нью-Йорк для этого самое подходящее место. Гигантская свалка мусора, с одной стороны, и крайняя географическая точка, в которой должно начаться строительство новой Вавилонской башни.","1997",США,"https://i.livelib.ru/workpic/1000440858/200x305/fa85/Pol_Oster__Steklyannyj_gorod.jpg"
Пол Остер,"Мистер Вертиго",психология,"На задворках эпохи джаза, в стороне от гангстеров и бутлегеров, кудесник Мастер Иегуди обучает малолетнего гопника Уолта летать - в прямом смысле и в переносном. Исполненная сильных чувств и неожиданных поворотов волшебная история - от признанного волшебника слова, знаменитого автора Тимбукту и Нью-йоркской трилогии, Книги иллюзий и Ночи оракула.","2004",США,"https://img3.labirint.ru/rc/e94ec61cc02e93d9a73b24493dc3088d/363x561q80/books11/108709/cover.jpg?1280394613"
Пол Остер,"Мистер Вертиго",триллер,"На задворках эпохи джаза, в стороне от гангстеров и бутлегеров, кудесник Мастер Иегуди обучает малолетнего гопника Уолта летать - в прямом смысле и в переносном. Исполненная сильных чувств и неожиданных поворотов волшебная история - от признанного волшебника слова, знаменитого автора Тимбукту и Нью-йоркской трилогии, Книги иллюзий и Ночи оракула.","2004",США,"https://img3.labirint.ru/rc/e94ec61cc02e93d9a73b24493dc3088d/363x561q80/books11/108709/cover.jpg?1280394613"
Доналд Бартелми,"Возвращайтесь, доктор Калигари",комедия,"Возвращайтесь, доктор Калигари - четырнадцать блистательных, смешных, абсолютно фантастических и полностью достоверных историй о современном мире, книга, навсегда изменившая представление о том, какой должна быть литература. Контролируемое безумие, возмутительное воображение, тонкий черный юмор и способность доводить реальность до абсурда сделали Доналда Бартелми (1931-1989) одним из самых читаемых и любимых классиков XX века, а этот сборник ввели в канон литературы постмодернизма.","2005",США,"https://img4.labirint.ru/rc/e5ae2e378dd441cae0cc2b2bb39c574e/363x561q80/books8/77742/cover.jpg?1280394613"
Доналд Бартелми,"Белоснежка",комедия,"В знаменитом романе классика постмодернизма Доналда Бартелми (1931-1989) Белоснежка чудесно оживают сказки нашего детства. Белоснежка и семь гномов, прекрасные принцы и коварные ведьмы кружатся в хороводе абсурда, обретая сексуальную активность и разбираясь в сложных психологических парадигмах иррационального ХХ века.","1967 ",США,"https://img3.labirint.ru/rc/143d03c3cc269e065f7098cd61b899de/363x561q80/books6/53789/cover.jpg?1280394613"
Томас Пинчон,"V",психология,"В романе «V.» вы познакомитесь с фирменной пинчоновской одержимостью глобальными заговорами и тайными пружинами истории. Здесь пересекаются пути Бенни Профана, «шлемиля и одушевленного йо-йо», и группы нью-йоркской богемы, известной как Цельная Больная Шайка, и Херберта Шаблона, через множество стран и десятилетий идущего по следу неуловимой V. — то ли женщины, то ли идеи.","1963",США,"https://cdn.img-gorod.ru/310x500/nomenclature/29/391/2939173.jpg"
Томас Пинчон,"V",комедия,"В романе «V.» вы познакомитесь с фирменной пинчоновской одержимостью глобальными заговорами и тайными пружинами истории. Здесь пересекаются пути Бенни Профана, «шлемиля и одушевленного йо-йо», и группы нью-йоркской богемы, известной как Цельная Больная Шайка, и Херберта Шаблона, через множество стран и десятилетий идущего по следу неуловимой V. — то ли женщины, то ли идеи.","1963",США,"https://cdn.img-gorod.ru/310x500/nomenclature/29/391/2939173.jpg"
Томас Пинчон,"Выкрикивается лот 49",фантастика,"Выкрикивается лот 49 - интеллектуальный роман тайн, метафизический детектив и постмодернистская мистерия. Пинчон с виртуозной компактностью разрабатывает свои излюбленные темы вселенского заговора и социальной паранойи. Главная героиня в один прекрасный день обнаруживает, что назначена распорядительницей имущества своего бывшего любовника - калифорнийского магната. И вскоре пугающие откровения начинают множиться в геометрической прогрессии, а случайные слова и символы указывают на всемогущую тайную организацию, берущую начало в средневековой Европе...","1966",США,"https://img3.labirint.ru/rc/f1802d77bb944cbc4f0f3721f3dad347/363x561q80/books93/926181/cover.jpg?1680791208"
Томас Пинчон,"Выкрикивается лот 49",детектив,"Выкрикивается лот 49 - интеллектуальный роман тайн, метафизический детектив и постмодернистская мистерия. Пинчон с виртуозной компактностью разрабатывает свои излюбленные темы вселенского заговора и социальной паранойи. Главная героиня в один прекрасный день обнаруживает, что назначена распорядительницей имущества своего бывшего любовника - калифорнийского магната. И вскоре пугающие откровения начинают множиться в геометрической прогрессии, а случайные слова и символы указывают на всемогущую тайную организацию, берущую начало в средневековой Европе...","1966",США,"https://img3.labirint.ru/rc/f1802d77bb944cbc4f0f3721f3dad347/363x561q80/books93/926181/cover.jpg?1680791208"
Дэниэл Уоллес,"Крупная рыба",психология,"Сын умирающего Эдварда Блума собирает воедино легенды и мифы, окружающие жизнь его отца. Блум-старший рассказывает близким невероятные истории о своей невероятной жизни, а сын пытается разглядеть за фантазиями реальность, не понимая, что изъян не в рассказчике, а в нем самом…","1998",США,"https://img4.labirint.ru/rc/af3d93161e03c2c0b8f0cb0efb42dd53/363x561q80/books23/220364/cover.jpg?1280394613"
Дэниэл Уоллес,"Крупная рыба",приключения,"Сын умирающего Эдварда Блума собирает воедино легенды и мифы, окружающие жизнь его отца. Блум-старший рассказывает близким невероятные истории о своей невероятной жизни, а сын пытается разглядеть за фантазиями реальность, не понимая, что изъян не в рассказчике, а в нем самом…","1998",США,"https://img4.labirint.ru/rc/af3d93161e03c2c0b8f0cb0efb42dd53/363x561q80/books23/220364/cover.jpg?1280394613"
Дэниэл Уоллес,"Крупная рыба",магический реализм,"Сын умирающего Эдварда Блума собирает воедино легенды и мифы, окружающие жизнь его отца. Блум-старший рассказывает близким невероятные истории о своей невероятной жизни, а сын пытается разглядеть за фантазиями реальность, не понимая, что изъян не в рассказчике, а в нем самом…","1998",США,"https://img4.labirint.ru/rc/af3d93161e03c2c0b8f0cb0efb42dd53/363x561q80/books23/220364/cover.jpg?1280394613"
Эдгар Доктороу,"Марш",история,"Время Гражданской войны, эпохальный период американской истории. Роман о печально знаменитом своей жестокостью генерале северян Уильяме Шермане, решительными действиями определившем исход войны в пользу янки. Марш Эдгара Доктороу,- наглядно демонстрирует то, о чем умалчивает большинство других исторических романов о войнах: Да, война - ад. Но ад - это еще не конец света. И научившись жить в аду - и проходить через ад, - люди изменяют и обновляют мир. У них нет другого выхода.","2005",США,"https://img3.labirint.ru/rc/44a5f2e8336ea5057499b164bf6ba659/363x561q80/books25/244319/cover.jpg?1563599258"
Дон Делилло,"Белый шум",комедия,"История «Белого шума» – это картина американских 80-х. С конца Второй мировой войны прошло 40 лет, США прожили эти годы довольно бурно, включая и маккартизм, и Карибский кризис, и убийство Кеннеди, и Вьетнамскую войну, и запрещение расовой дискриминации. Но вот в 1980 году на президентских выборах Рейган побеждает Картера и «приносит утро в Америку» вместе с успешной «рейганомикой». Книга раскрывает тему смерти, рассказывает о проблемах культа потребления и непростом отношении к религии в те годы.","1985",США,"https://s1.livelib.ru/boocover/1000200019/200x305/c655/Don_Delillo__Belyj_shum.jpg"
Дон Делилло,"Космополис",психология,"Эрик Пэкер - двадцативосьмилетний мультимиллиардер, управляющий активами. Мы присоединяемся к нему в этот особенно насыщенный событиями апрельский день на Манхэттене начала двадцать первого века. Сидя в своем длинном лимузине, который движется по городу, он обнаруживает, что город фактически замер, потому что приезжает президент, продолжаются похороны рэпера, а антиглобалистские группы устраивают на Таймс-сквер бурную акцию протеста. Самое тревожное, что телохранители Эрика обеспокоены тем, что он может стать мишенью...","2003",США,"https://img3.labirint.ru/rc/fe02f10e2dd4d560704438d8aa5e4248/363x561q80/books91/903373/cover.jpg?1694010391"
Кормак Маккарти,"Кони,  кони",приключения,"Данный роман является частью Пограничной трилогии. Он представляет собой сочетание героической саги и мелодрамы, проникнутое прямотой классического вестерна и элегичностью полузабытого мифа. Здесь юные герои – то ли желая, как все подростки, стать настоящими мужчинами, то ли снедаемые американской страстью к перемене мест, то ли повинуясь зову святого Грааля – однажды садятся на коней и, переправившись через реку, отделяющую Техас от Мексики, попадают в мифологическое пространство. Они будто оборачиваются героями древнего жестокого эпоса, где люди встречают призраков, а насилие стремительно, как молния…","1992",США,"https://img4.labirint.ru/rc/48e40a670331ab6099dcd2142f28b9fd/236x364q80/books43/426456/cover.jpg?1392992829"
Кормак Маккарти,"Кони,  кони",роман воспитания,"Данный роман является частью Пограничной трилогии. Он представляет собой сочетание героической саги и мелодрамы, проникнутое прямотой классического вестерна и элегичностью полузабытого мифа. Здесь юные герои – то ли желая, как все подростки, стать настоящими мужчинами, то ли снедаемые американской страстью к перемене мест, то ли повинуясь зову святого Грааля – однажды садятся на коней и, переправившись через реку, отделяющую Техас от Мексики, попадают в мифологическое пространство. Они будто оборачиваются героями древнего жестокого эпоса, где люди встречают призраков, а насилие стремительно, как молния…","1992",США,"https://img4.labirint.ru/rc/48e40a670331ab6099dcd2142f28b9fd/236x364q80/books43/426456/cover.jpg?1392992829"
Кормак Маккарти,"Старикам здесь не место",приключения,"Действие «Старикам тут не место» происходит в пыльном штате Техас в 1980-е, когда бесхозный чемодан с двумя миллионами долларов достается ветерану Льюэллину Моссу. Однако по его пятам следуют жестокие преступники. Роман написан короткими предложениями с обилием диалогов, чем напоминает сценарий фильма и сосредоточен на раскрытии проблем морального разложения в обществе.","2005",США,"https://img4.labirint.ru/rc/26e9b28351a871a8ef318314aaa90ccf/236x364q80/books19/189438/cover.jpg?1280394613"
Кормак Маккарти,"Старикам здесь не место",психология,"Действие «Старикам тут не место» происходит в пыльном штате Техас в 1980-е, когда бесхозный чемодан с двумя миллионами долларов достается ветерану Льюэллину Моссу. Однако по его пятам следуют жестокие преступники. Роман написан короткими предложениями с обилием диалогов, чем напоминает сценарий фильма и сосредоточен на раскрытии проблем морального разложения в обществе.","2005",США,"https://img4.labirint.ru/rc/26e9b28351a871a8ef318314aaa90ccf/236x364q80/books19/189438/cover.jpg?1280394613"
Кормак Маккарти,"Кровавый меридиан",криминал,"Главный герой «Кровавого меридиана», четырнадцатилетний подросток из Теннесси, известный лишь как «малец», становится героем новейшего эпоса, основанного на реальных событиях и обстоятельствах техасско-мексиканского пограничья середины XIX века, где бурно развивается рынок индейских скальпов...","1985",США,"https://img3.labirint.ru/rc/7a0f1dbcd9693b227a830809facdb406/363x561q80/books93/923461/cover.jpg?1680791130"
Кормак Маккарти,"Кровавый меридиан",история,"Главный герой «Кровавого меридиана», четырнадцатилетний подросток из Теннесси, известный лишь как «малец», становится героем новейшего эпоса, основанного на реальных событиях и обстоятельствах техасско-мексиканского пограничья середины XIX века, где бурно развивается рынок индейских скальпов...","1985",США,"https://img3.labirint.ru/rc/7a0f1dbcd9693b227a830809facdb406/363x561q80/books93/923461/cover.jpg?1680791130"
Джойс Оутс,"Исповедь моего сердца",любовный роман,"Перед вами удивительный роман Джойс Кэрол Оутс, написанный в стиле регтайм. История американской семьи начала века, которая становится не столько романом, сколько картиной «микрокосмоса в макрокосмосе». История странной любви — и страстной ненависти, изящных авантюрных приключений — и вечной, яростной, невыносимой легкости бытия.","1998",США,"https://img3.labirint.ru/rc/8ebcd9535e3cdcd2c8982859b94dafb6/236x364q80/books75/746139/cover.png?1634124307"
Джойс Оутс,"Сад радостей земных",психология,"Сад изучает социальный класс в Соединенных Штатах и внутреннюю жизнь их молодежи. Он следует за героиней Кларой Уолпол, красивой дочерью фермера-мигранта из Кентукки. Роман повествует о злополучной жизни Клары и четырех мужчин: отца Клары, ожесточенного, трудолюбивого работника фермы, Лоури, который увозит Клару-подростка и соблазняет ее любовью, Ревира, богатого женатого бизнесмена, который дает Кларе стабильность, и Свона, сына Клары, который несет бремя решимости Клары избежать ее существования, полного насилия и нищеты. В попытке подняться над амбициями своей матери, Клара борется за независимость посредством отношений с четырьмя разными мужчинами в ее жизни.","1968",США,"https://s1.livelib.ru/boocover/1000254083/200x305/b09d/Dzhojs_Kerol_Outs__Sad_radostej_zemnyh.jpg"
Дэйв Эггерс,"Голограмма для короля",психология,"В саудовской пустыне, посреди затяжного долгостроя, Алан Клей, не самый удачливый бизнесмен, ждет у Красного моря погоды. И короля - чтобы показать ему презентацию передовой голографической технологии и подписать выгодный контракт. Но король все не едет и не едет. Алан терпелив не меньше, чем бездушная Голограмма для короля, и в ожидании пытается постичь мир, в котором живет и который так изменился. Здесь больше не имеет значения качество - только дешевизна. Здесь больше не важны дружба, и доброта, и гордость - только комфорт. В этом мире ты живешь недоуменным туристом - как в экзотической стране, где алкоголь запрещен, но все пьют по-черному, где адюльтер карается смертью, но ты ездишь на свидания и твоя партнерша прикидывается мужчиной, где ты, может, и хотел бы помочь, но от тебя ждут подвоха, где всякий твой промах встречают почти удовлетворенно. Где удача вечно дразнит тебя обещаниями, но в руки никак не дается.","2012",США,"https://img3.labirint.ru/rc/9cbe8723b1033e3b41a44dea4e43e4eb/363x561q80/books43/425737/cover.jpg?1392647216"
Дэйв Эггерс,"Голограмма для короля",философия,"В саудовской пустыне, посреди затяжного долгостроя, Алан Клей, не самый удачливый бизнесмен, ждет у Красного моря погоды. И короля - чтобы показать ему презентацию передовой голографической технологии и подписать выгодный контракт. Но король все не едет и не едет. Алан терпелив не меньше, чем бездушная Голограмма для короля, и в ожидании пытается постичь мир, в котором живет и который так изменился. Здесь больше не имеет значения качество - только дешевизна. Здесь больше не важны дружба, и доброта, и гордость - только комфорт. В этом мире ты живешь недоуменным туристом - как в экзотической стране, где алкоголь запрещен, но все пьют по-черному, где адюльтер карается смертью, но ты ездишь на свидания и твоя партнерша прикидывается мужчиной, где ты, может, и хотел бы помочь, но от тебя ждут подвоха, где всякий твой промах встречают почти удовлетворенно. Где удача вечно дразнит тебя обещаниями, но в руки никак не дается.","2012",США,"https://img3.labirint.ru/rc/9cbe8723b1033e3b41a44dea4e43e4eb/363x561q80/books43/425737/cover.jpg?1392647216"
Т. Корагессан Бойл,"Дорога на Вэвилл",история,"Роман известного американского писателя Корагессана Бойла является едкой сатирой. Герой и тема «Дороги на Вэлвилл» выбраны словно для романа века: Санаторий, где чахнут «сливки нации», доктор, цивилизующий Дикий Запад человеческого организма, чтобы изуродовать его, получив бешеную прибыль…","1993",США,"https://www.moufflon.com.cy/wp-content/uploads/2017/08/THE-ROAD-TO-WELLVILLE-001-470x770.jpg"
Т. Корагессан Бойл,"Дорога на Вэвилл",комедия,"Роман известного американского писателя Корагессана Бойла является едкой сатирой. Герой и тема «Дороги на Вэлвилл» выбраны словно для романа века: Санаторий, где чахнут «сливки нации», доктор, цивилизующий Дикий Запад человеческого организма, чтобы изуродовать его, получив бешеную прибыль…","1993",США,"https://www.moufflon.com.cy/wp-content/uploads/2017/08/THE-ROAD-TO-WELLVILLE-001-470x770.jpg"
Сэм Сэвидж,"Фирмин. Из жизни городских низов",фантастика,"Фирмин - автобиография крысы, родившейся с широко открытыми глазами 13-м ребенком у матери-крысы-алкоголички с 12 сосками в подвале бостонского книжного магазина на Сколлей-сквер 9 ноября 1960 года. В результате коротышка Фирмин утоляет муки голода, съедая Поминки по Финнегану, свою первую подстилку, и приобретает способность читать и мыслить символически.","2006",США,"https://img3.labirint.ru/rc/bb3674c82ba4be28f6c167dccbfdc1a9/236x364q80/books24/235017/cover.jpg?1563596776"
Сэм Сэвидж,"Фирмин. Из жизни городских низов",биография,"Фирмин - автобиография крысы, родившейся с широко открытыми глазами 13-м ребенком у матери-крысы-алкоголички с 12 сосками в подвале бостонского книжного магазина на Сколлей-сквер 9 ноября 1960 года. В результате коротышка Фирмин утоляет муки голода, съедая Поминки по Финнегану, свою первую подстилку, и приобретает способность читать и мыслить символически.","2006",США,"https://img3.labirint.ru/rc/bb3674c82ba4be28f6c167dccbfdc1a9/236x364q80/books24/235017/cover.jpg?1563596776"
Донна Тарт,"Маленький друг",роман воспитания,"Роман «Маленький друг» — это таинственное приключение, в центре которого находится молодая девушка Гарриет Клив Дюфрен, живущая в Миссисипи в начале 1970-х годов. Повествование ведётся в русле переживаний Гарриет по поводу необъяснимой смерти её брата Робина, который был убит в 1964 году в возрасте девяти лет. Кроме того, в романе большое внимание уделяется динамике развития большой семьи Гарриет, в частности, её тетушек, а также образу жизни и обычаям южан","2002",США,"https://img3.labirint.ru/rc/57f4767b2efb0e7f31fb0d3bfa7e9843/236x364q80/books51/507779/cover.jpg?1612693722"
Донна Тарт,"Маленький друг",история,"Роман «Маленький друг» — это таинственное приключение, в центре которого находится молодая девушка Гарриет Клив Дюфрен, живущая в Миссисипи в начале 1970-х годов. Повествование ведётся в русле переживаний Гарриет по поводу необъяснимой смерти её брата Робина, который был убит в 1964 году в возрасте девяти лет. Кроме того, в романе большое внимание уделяется динамике развития большой семьи Гарриет, в частности, её тетушек, а также образу жизни и обычаям южан","2002",США,"https://img3.labirint.ru/rc/57f4767b2efb0e7f31fb0d3bfa7e9843/236x364q80/books51/507779/cover.jpg?1612693722"
Донна Тарт,"Щегол",психология,"В романе рассказывается о 13-летнем Теодоре Декере и драматических изменениях, которые претерпевает его жизнь после того, как он переживает террористический акт в Музее Метрополитен, в результате которого погибает его мать и он становится обладателем картины Карела Фабрициуса Щегол .","2013",США,"https://img3.labirint.ru/rc/2a2161239ad2656543607cf658987181/236x364q80/books47/462781/cover.jpg?1686224101"
Донна Тарт,"Щегол",триллер,"В романе рассказывается о 13-летнем Теодоре Декере и драматических изменениях, которые претерпевает его жизнь после того, как он переживает террористический акт в Музее Метрополитен, в результате которого погибает его мать и он становится обладателем картины Карела Фабрициуса Щегол .","2013",США,"https://img3.labirint.ru/rc/2a2161239ad2656543607cf658987181/236x364q80/books47/462781/cover.jpg?1686224101"
Донна Тарт,"Щегол",роман воспитания,"В романе рассказывается о 13-летнем Теодоре Декере и драматических изменениях, которые претерпевает его жизнь после того, как он переживает террористический акт в Музее Метрополитен, в результате которого погибает его мать и он становится обладателем картины Карела Фабрициуса Щегол .","2013",США,"https://img3.labirint.ru/rc/2a2161239ad2656543607cf658987181/236x364q80/books47/462781/cover.jpg?1686224101"
Донна Тарт,"Тайная история",триллер,"Действие происходит в небольшом колледже в Вермонте, куда девятнадцатилетний Ричард Пейпен приезжает изучать древнегреческий язык. Новые друзья Ричарда - четверо молодых людей и одна девушка - умны, раскованны, богаты и так увлечены античной культурой, что рассматривают себя чуть ли не как особую касту ее хранителей. Их дружба не выдерживает, однако, натиска современного мира. В веселой и сплоченной компании происходит убийство.","1992",США,"https://img3.labirint.ru/rc/f97c9632931f3648b794d424199971f8/363x561q80/books47/466703/cover.jpg?1686227301"
Донна Тарт,"Тайная история",психология,"Действие происходит в небольшом колледже в Вермонте, куда девятнадцатилетний Ричард Пейпен приезжает изучать древнегреческий язык. Новые друзья Ричарда - четверо молодых людей и одна девушка - умны, раскованны, богаты и так увлечены античной культурой, что рассматривают себя чуть ли не как особую касту ее хранителей. Их дружба не выдерживает, однако, натиска современного мира. В веселой и сплоченной компании происходит убийство.","1992",США,"https://img3.labirint.ru/rc/f97c9632931f3648b794d424199971f8/363x561q80/books47/466703/cover.jpg?1686227301"
Мэрилин Робинсон,"Галлад",роман воспитания,"На склоне лет священник Джон Эймс рассказывает историю рода, охватившую весь девятнадцатый и половину двадцатого века, своему семилетнему сыну – ребенку, который стоит у дверей в новый мир. Эймс понимает, что не увидит его взросления и не сможет поддержать, когда судьба начнет посылать ему испытания, но вера в то, что главное в этой жизни всегда неизменно, служит поддержкой ему самому. И с этой верой он пишет к сыну и рассказывает ему историю стойкости, любви и надежды, призванную дать мудрый совет, уберечь – и пожелать доброго пути.","2004",США,"https://cdn.img-gorod.ru/310x500/nomenclature/25/432/2543209_1.jpg"
Мэрилин Робинсон,"Галлад",эпистолярный жанр,"На склоне лет священник Джон Эймс рассказывает историю рода, охватившую весь девятнадцатый и половину двадцатого века, своему семилетнему сыну – ребенку, который стоит у дверей в новый мир. Эймс понимает, что не увидит его взросления и не сможет поддержать, когда судьба начнет посылать ему испытания, но вера в то, что главное в этой жизни всегда неизменно, служит поддержкой ему самому. И с этой верой он пишет к сыну и рассказывает ему историю стойкости, любви и надежды, призванную дать мудрый совет, уберечь – и пожелать доброго пути.","2004",США,"https://cdn.img-gorod.ru/310x500/nomenclature/25/432/2543209_1.jpg"
Джонатан Франзен,"Поправки",история,"История семьи со Среднего Запада, рассказанная с иронией и любовью, оказалась глубоко универсальной. Чета Ламбертов и трое их взрослых детей похожи на любую настоящую семью: они любят и ненавидят друг друга, портят и спасают друг другу жизнь - и никто, включая их самих, не может помешать им собраться вместе за рождественским столом, если этого хочет мама. Фоном для этой вечной коллизии служит Америка 90-х - с ее внешним благополучием и внутренней тревогой, в смутном предчувствии перемен.","2001",США,"https://img3.labirint.ru/rc/37373120b92622ad6d97e4a0ed3865ea/363x561q80/books86/857109/cover.jpg?1656829612"
Джонатан Франзен,"Безгрешность",детектив,"Двадцатитрехлетняя Пип ненавидит свое полное имя, не знает, кто ее отец, не может расплатиться с учебным долгом, не умеет строить отношения с мужчинами. Она выросла с эксцентричной матерью, которая боготворит единственную дочь и наотрез отказывается говорить с ней о своем прошлом. Пип не догадывается, сколько судеб она связывает между собой и какой сильной ее делает способность отличать хорошее от плохого.","2016",США,"https://img3.labirint.ru/rc/785a128ad3e7871b557a984ea953668f/363x561q80/books88/874611/cover.jpg?1674884598"
Джонатан Франзен,"Свобода",история,"Патти выходит замуж за Уолтера Берглунда сразу после университета, но так и не может до конца забыть его лучшего друга Ричарда. Тем не менее Берглунды счастливы. Они демократичны, борются за экологию и лишены предрассудков. Уолтер – добрый и поддерживающий муж, модельный отец. Патти была образцовой студенткой и спортсменкой, а после брака становится такой же образцовой женой, матерью и соседкой. Но Джонатан Франзен не станет писать книгу о счастливой семье, и паре суждено перенести немало испытаний.","2010",США,"https://img3.labirint.ru/rc/7aef7459e297a5dc64f36cee7302daff/363x561q80/books87/864343/cover.jpg?1688560087"
Эми Тан,"Клуб радости и удачи",история,"Клуб радости и везения состоит из шестнадцати взаимосвязанных историй о жизни четырех матерей-иммигранток из Китая и их четырех дочерей американского происхождения.[1] В 1949 году четыре матери встречаются в Первой китайской баптистской церкви в Сан-Франциско и договариваются продолжать встречаться, чтобы играть в маджонг. Они называют свою группу по игре в маджонг Клубом радости и удачи.","1989",США,"https://img3.labirint.ru/rc/3e91357b720dc8df70021be4e84b215c/236x364q80/books14/130051/cover.jpg?1563540243"
